text,department,intent
status of complaint no 45928 is no reply from officials solve this asapp ??,disaster_management,status_check
Hey bmc What is the procedure to pay property tax online without fine ?,revenue,query
Please tell complaint no REQ-012 is nobody from bmc came why delay? !!! ??,health,status_check
every single day same painful issue: complaint regarding zero wter supply since 4 straight days right outside my house door wtf administration,water_supply,complaint
To ward officer: Please provide daily road sweeping service main road kripya dhyan de,solid_waste,service_request
what is happening with application number 992a is waiting for 1 month straight plz help,roads,status_check
🚨 massive fire outbreak near transformer near dadar station ambulance need urjent ??,disaster_management,emergency
Hey bmc kaha se pay property tax online without fine any direct link? !!!,revenue,query
"Dear Sir, application submitted for drinking water tanker delivery in sector 5 kindly do it. !!!",water_supply,service_request
someone come quick gas leakage smelling heavily at mg road do something quick,disaster_management,emergency
how to get a birth certificate registration done website link dena? !!! ??,health,query
Please provide mosquito fogging in entire residential society main road kindly do it. ??,health,service_request
"listen here, i am extremely angry zero water supply since 4 straight days entire ward 4 shameful reality !!!",water_supply,complaint
I am formally applying for pest control chemical spraying ward 10 thanks in advance.,health,service_request
plz sir status of application number 45928 is not resolved yet on portal plz help,sewerage,status_check
live high tension wire snapped and fell immediately jaldi aao pls,electricity,emergency
hello i need info on check ward map zoning restrictions plz.,revenue,query
"listen here, worst city management illegal massive encroachment on footpaths all over this garbage city do ur goddamn job",revenue,complaint
Please arrange pest control chemical spraying immediately please. ??,health,service_request
Check reference ID BMC-1929 is pending since 3 weeks why delay? !!! ??,roads,status_check
plz sir status of complaint id 992a is waiting for 1 month straight why delay? ??,sewerage,status_check
MCD plz huge rabid dog attacked kids immediately do something quick,health,emergency
MCD please flyover bridge cracking and sinking at our residential society kuch karo bhagwan ke liye ??,roads,emergency
"Listen here, Complaint regarding illegal massive encroachment on footpaths at mg road signal we r paying taxes for what? !!!",revenue,complaint
URGENT: live high tension wire snapped and fell at our residential society ambulance need urjent,electricity,emergency
hey bmc how to contact the local ward officer or corporator website link dena? anyone?,revenue,query
To ward officer: Require tree pruning and heavy branch cutting here thanks in advance.,parks,service_request
hello how to get a birth certificate registration done plz tell bro,health,query
"dear sir, we need choked sewage tank machine cleaning at layout gate kindly do it. !!!",sewerage,service_request
@bmc reporting total failure of street lights totally dead pitch black right outside my house door kuch toh sharam karo bmc,electricity,complaint
Status of application number BMC-1929 is dikha raha hai open but nobody working plz help,parks,status_check
@pmcpune kaise kr pay property tax online without fine ? ??,revenue,query
@corporator arrange choked sewage tank machine cleaning nagar kindly do it. ??,sewerage,service_request
@bmc disgusting neglect paani ki main pipe toot gayi hai drinking water leaks in kalyan east wtf administration !!!,water_supply,complaint
"dear sir, request for tree pruning and heavy branch cutting nagar kripya dhyan de",parks,service_request
I want to know reference ID BMC-1929 is waiting for 1 month straight frustrated citizen,parks,status_check
critical massive fire outbreak near transformer in bandra do something quick ??,disaster_management,emergency
bhai massive fire outbreak near transformer immediately send fire brigade fast ??,disaster_management,emergency
update on service request sr- bmc-1929 is abhi tak solve nahi kiya frustrated citizen !!!,sewerage,status_check
"Listen here, Horrible infra drainage clogged dirty smelly water covering road right outside my house door we r paying taxes for what?",sewerage,complaint
someone come quick live high tension wire snapped and fell right here send fire brigade fast !!!,electricity,emergency
🚨 massive fire outbreak near transformer immediately kuch karo bhagwan ke liye,disaster_management,emergency
🚨 gas leakage smelling heavily immediately danger alert!,disaster_management,emergency
"Dear Sir/Madam, info needed urgently: file wter tax arrears urgent question!! thanks",water_supply,query
to ward officer: arrange tree pruning and heavy branch cutting nagar plz.,parks,service_request
"Listen here, Worst city management kachra gaadi hasn't come for a week in entire IT sector solve it officially !!!",solid_waste,complaint
"dear sir, arrange new garbage bins provision for our gully in my society thanks in advance.",solid_waste,service_request
hello where can i check ward map zoning restrictions ?,revenue,query
Request for new garbage bins provision for our gully in sector 5 kripya dhyan de,solid_waste,service_request
hello application submitted for choked sewage tank machine cleaning nagar paying heavy taxes for this,sewerage,service_request
@corporator application submitted for daily road sweeping service near public park very urgent request.,solid_waste,service_request
"listen here, complaint regarding street lights totally dead pitch black right outside my house door solve it officially !!!",electricity,complaint
i am extremely angry gutter floating on streets pure sewage at mg road signal plz fix immediately,sewerage,complaint
check service request sr- 8902 is abhi tak solve nahi kiya solve this asapp,water_supply,status_check
Complaint regarding paani ki main pipe toot gayi hai drinking water leaks entire ward 4 wtf administration !!!,water_supply,complaint
"listen here, disgusting neglect sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 kuch toh sharam karo bmc",roads,complaint
mera service request sr- 8902 is dikha raha hai open but nobody working solve this asapp,disaster_management,status_check
@mayor complaint regarding huge crater potholes cracking my car suspension entire ward 4 plz fix immediately,roads,complaint
@corporator plz provide pest control chemical spraying here jaldi bhejo team pls,health,service_request
